claim,label,evidence
"Kenny Rogers released the album, Kenny in 2005.",REFUTES,
Larry Buttrose wrote Cafe Royale.,SUPPORTS,
Belgium has an industrial base.,NOT ENOUGH INFO,
Elementary stars Lucy Liu.,SUPPORTS,
Elementary stars Lucy Liu.,SUPPORTS,
Ava DuVernay is a playwright.,NOT ENOUGH INFO,
Farrah Fawcett acted in the romantic comedy Love is a Funny Thing.,SUPPORTS,
X-Men: Days of Future Past is based on the DC Batman comics.,REFUTES,
San Junipero is from Britain.,SUPPORTS,
The Place Beyond the Pines was reviewed by Derek Cianfrance.,NOT ENOUGH INFO,
Alex Rodriguez never hit a home run.,REFUTES,
Alex Rodriguez never hit a home run.,REFUTES,
John F. Kennedy ran against Andrew Jackson in the 1960 presidential election.,REFUTES,
Gift of the Night Fury only stars the voices of actors and actresses born in October.,REFUTES,
Gift of the Night Fury only stars the voices of actors and actresses born in October.,REFUTES,
Schindler's List was not awarded The Academy Award for Best Picture.,REFUTES,
Juana la virgen is a telenovela written by Perla Farias.,SUPPORTS,
The Champ stars an American.,SUPPORTS,
Slovenia is the smallest country in Europe.,NOT ENOUGH INFO,
Monarch of the Glen is a drama from Britain.,SUPPORTS,
Robert Redford is a film director.,SUPPORTS,
Best Director was a nomination Beasts of the Southern Wild received.,SUPPORTS,
Best Director was a nomination Beasts of the Southern Wild received.,SUPPORTS,
Howard Stern is a regular guest on the Howard Stern Show.,NOT ENOUGH INFO,
The Los Angeles Lakers hold the NBA record for longest winning streak.,SUPPORTS,
Tom Brady played for the cows.,NOT ENOUGH INFO,
The Philippines is industrial.,SUPPORTS,
Joe Manganiello has appeared in a movie.,SUPPORTS,
Joe Manganiello has appeared in a movie.,SUPPORTS,
Veronika Decides to Die is authored by Roberta Hanley.,SUPPORTS,
Sully is a Tom Hanks movie.,SUPPORTS,
Sully is a Tom Hanks movie.,SUPPORTS,
Walter Matthau is incapable of winning anything.,REFUTES,
Lisa Kudrow appeared on Showtime.,SUPPORTS,
Myles Kennedy has released albums.,SUPPORTS,
Frank Sinatra entertained in Las Vegas.,NOT ENOUGH INFO,
Bob Riley is a lawyer.,NOT ENOUGH INFO,
"Carrie Fisher's middle name is Frances, a family name.",NOT ENOUGH INFO,
Jane Fonda worked with Lily Tomlin in a show.,SUPPORTS,
"Imagine Dragons was named the ""Breakthrough Band of 2014.""",REFUTES,
"John Denver has biked in Aspen, Colorado most of his life.",NOT ENOUGH INFO,
Mukesh Ambani's parents were farmers.,NOT ENOUGH INFO,
Babe Ruth was one of the first five members of the Illuminati.,NOT ENOUGH INFO,
Mike Love co-founded a band.,SUPPORTS,
Charles II of England was born on Thursday 29 May 1630.,NOT ENOUGH INFO,
"Apple was incorporated as Apple Computer, Inc. in January 1977.",SUPPORTS,
Vikrant Massey starred in The X-Files.,NOT ENOUGH INFO,
Dwayne Johnson has been featured in a Canadian business magazine.,NOT ENOUGH INFO,
Star Search was relaunched in 2003-04.,SUPPORTS,
Canada was never the location of a French colony.,REFUTES,
Canada was never the location of a French colony.,REFUTES,
Canada was never the location of a French colony.,REFUTES,
Canada was never the location of a French colony.,REFUTES,
Canada was never the location of a French colony.,REFUTES,
Canada was never the location of a French colony.,REFUTES,
Canada was never the location of a French colony.,REFUTES,
David Carradine played the role Hamlet.,NOT ENOUGH INFO,
System of a Down has only sold albums in Greenland.,REFUTES,
Led Zeppelin was first named the New Yardbirds.,SUPPORTS,
Payton Manning signed with the Ontario Broncos.,REFUTES,
Payton Manning signed with the Ontario Broncos.,REFUTES,
Anthropology is a division of Davis Entertainment.,REFUTES,
Kafka stars an actor.,SUPPORTS,
Kafka stars an actor.,SUPPORTS,
Alex Rodriguez played for the Mariners.,SUPPORTS,
Alex Rodriguez played for the Mariners.,SUPPORTS,
Alex Rodriguez played for the Mariners.,SUPPORTS,
Charles Marie de La Condamine was born in 1701.,SUPPORTS,
Thirteen was created in the ocean.,NOT ENOUGH INFO,
Thirteen was created in the ocean.,NOT ENOUGH INFO,
Pulp Fiction is written by a man.,SUPPORTS,
Pulp Fiction is written by a man.,SUPPORTS,
Wyatt Earp was arrested for stealing a cow.,NOT ENOUGH INFO,
Wyatt Earp was arrested for stealing a cow.,NOT ENOUGH INFO,
Wyatt Earp was arrested for stealing a cow.,NOT ENOUGH INFO,
Wyatt Earp was arrested for stealing a cow.,NOT ENOUGH INFO,
Wyatt Earp was arrested for stealing a cow.,NOT ENOUGH INFO,
Wyatt Earp was arrested for stealing a cow.,NOT ENOUGH INFO,
Giada De Laurentiis has been a contributor to a morning TV program.,SUPPORTS,
Giada De Laurentiis has been a contributor to a morning TV program.,SUPPORTS,
Giada De Laurentiis has been a contributor to a morning TV program.,SUPPORTS,
Giada De Laurentiis has been a contributor to a morning TV program.,SUPPORTS,
Joan Cusack was in Kansas.,NOT ENOUGH INFO,
The Grammy Hall of Fame inducted Bohemian Rhapsody.,SUPPORTS,
Venus has a similar mass to Mars.,NOT ENOUGH INFO,
United States House of Representatives contains different political parties.,NOT ENOUGH INFO,
"Hugh Jackman has a public feud with Christopher Nolan, preventing any collaboration between the two.",REFUTES,
"Hugh Jackman has a public feud with Christopher Nolan, preventing any collaboration between the two.",REFUTES,
Liv Tyler modeled as an infant.,NOT ENOUGH INFO,
Neymar was born and raised in Brazil.,NOT ENOUGH INFO,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Cate Blanchett was nominated for an Academy Award.,SUPPORTS,
Slash was born in 1965.,SUPPORTS,
Slash was born in 1965.,SUPPORTS,
Slash was born in 1965.,SUPPORTS,
Slash was born in 1965.,SUPPORTS,
Slash was born in 1965.,SUPPORTS,
Slash was born in 1965.,SUPPORTS,
Drake is only German.,REFUTES,
R. Madhavan was a cast member of 3 Idiots.,SUPPORTS,
James and the Giant Peach includes Richard Dreyfuss.,SUPPORTS,
The Citadelle Laferrière is a large red fortress.,NOT ENOUGH INFO,
Ayn Rand condemned force.,SUPPORTS,
Ayn Rand condemned force.,SUPPORTS,
Ayn Rand condemned force.,SUPPORTS,
Ayn Rand condemned force.,SUPPORTS,
Anne Hathaway had a part in Ella Enchanted.,SUPPORTS,
Guam is deemed to be subject to the decolonization process by the African Union.,NOT ENOUGH INFO,
Oh Yeon-seo was born.,SUPPORTS,
Ramzan Kadyrov founded the USA Wrestling National Tournament.,NOT ENOUGH INFO,
Ramzan Kadyrov founded the USA Wrestling National Tournament.,NOT ENOUGH INFO,
Ramzan Kadyrov founded the USA Wrestling National Tournament.,NOT ENOUGH INFO,
Ramzan Kadyrov founded the USA Wrestling National Tournament.,NOT ENOUGH INFO,
Ramzan Kadyrov founded the USA Wrestling National Tournament.,NOT ENOUGH INFO,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
Ben Stiller was involved in the film industry in the 1990s.,SUPPORTS,
"The Los Angeles Lakers were nicknamed ""Showtime"" in the 1980s.",SUPPORTS,
"In Avengers: Age of Ultron, the Avengers are defeated.",NOT ENOUGH INFO,
Keith Urban had two children called Keith Urban.,NOT ENOUGH INFO,
Slovenia is bordered by the Adriatic Sea.,SUPPORTS,
Italy is officially called the big meatball.,REFUTES,
Ron Cobb was only born in the year 1954.,REFUTES,
Just Dance was a song.,SUPPORTS,
Just Dance was a song.,SUPPORTS,
Just Dance was a song.,SUPPORTS,
Just Dance was a song.,SUPPORTS,
Just Dance was a song.,SUPPORTS,
Just Dance was a song.,SUPPORTS,
Emmanuel Adebayor is Togolese and Japanese.,NOT ENOUGH INFO,
Emmanuel Adebayor is Togolese and Japanese.,NOT ENOUGH INFO,
Emmanuel Adebayor is Togolese and Japanese.,NOT ENOUGH INFO,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Journey is a band.,SUPPORTS,
Russia is a recognized biologic weapon state.,NOT ENOUGH INFO,
Life Is Peachy was released by Epic Records.,SUPPORTS,
"In 2015, Red Velvet ejected a member.",NOT ENOUGH INFO,
"In 2015, Red Velvet ejected a member.",NOT ENOUGH INFO,
"In 2015, Red Velvet ejected a member.",NOT ENOUGH INFO,
"In 2015, Red Velvet ejected a member.",NOT ENOUGH INFO,
Sarah Silverman never wrote for a sketch comedy show.,REFUTES,
Sarah Silverman never wrote for a sketch comedy show.,REFUTES,
Sarah Silverman never wrote for a sketch comedy show.,REFUTES,
Sarah Silverman never wrote for a sketch comedy show.,REFUTES,
A mole is a structure.,SUPPORTS,
Shahid Kapoor supports charities.,SUPPORTS,
Doctor Who was written by the Ancient Greeks.,REFUTES,
Doctor Who was written by the Ancient Greeks.,REFUTES,
Doctor Who was written by the Ancient Greeks.,REFUTES,
"L.A. Law ended on May 19, 1994.",SUPPORTS,
Jerry Seinfeld specialized in observational comedy.,SUPPORTS,
Transformers was advertised through stealth marketing.,NOT ENOUGH INFO,
Transformers was advertised through stealth marketing.,NOT ENOUGH INFO,
Marie Curie was naturalized-German.,REFUTES,
Brock Lesnar founded a Japanese mixed martial arts promotion.,NOT ENOUGH INFO,
Brock Lesnar founded a Japanese mixed martial arts promotion.,NOT ENOUGH INFO,
Brock Lesnar founded a Japanese mixed martial arts promotion.,NOT ENOUGH INFO,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Honey to the B was the first album of a singer and actress from England.,SUPPORTS,
Will Ferrell is considered to be part of the Frat Pack.,SUPPORTS,
Demon Days charted at #78.,NOT ENOUGH INFO,
Jessica Biel has not acted in comedy movies.,NOT ENOUGH INFO,
Joey Graceffa is a computer engineer.,NOT ENOUGH INFO,
Patrick Wilson (American actor) starred in NCIS.,NOT ENOUGH INFO,
Patrick Wilson (American actor) starred in NCIS.,NOT ENOUGH INFO,
Patrick Wilson (American actor) starred in NCIS.,NOT ENOUGH INFO,
Patrick Wilson (American actor) starred in NCIS.,NOT ENOUGH INFO,
Donnie Wahlberg acts with Tom Selleck.,SUPPORTS,
"Leukemia developed in 352,000 people in Spain.",NOT ENOUGH INFO,
Rogue appears in Canadian comic books.,REFUTES,
The German Shepherd is the second-most registered breed by the American Kennel Club and The Kennel Club UK.,REFUTES,
Diego Costa was born in October.,SUPPORTS,
Ocean's Eight is a sequel to the Ocean's Trilogy.,SUPPORTS,
The United Kingdom includes Scotland.,SUPPORTS,
John Wick: Chapter 2 is a film.,SUPPORTS,
There are zero bodies of water in Ontario.,NOT ENOUGH INFO,
Europe is the location of Andorra.,SUPPORTS,
Europe is the location of Andorra.,SUPPORTS,
Axl Rose has been named one of the greatest singers.,SUPPORTS,
Steffi Graf won 5 consecutive majors.,SUPPORTS,
Lumen Pierce is a caricature on Showtime.,NOT ENOUGH INFO,
Lumen Pierce is a caricature on Showtime.,NOT ENOUGH INFO,
Sarah Silverman attended film school.,NOT ENOUGH INFO,
The Los Angeles Lakers's current assistant of basketball operations is Magic Johnson.,NOT ENOUGH INFO,
Jennifer Garner had a starring role in the film Catch Me if You Can.,REFUTES,
Boromir is mentioned in the third and last volume of The Lord of the Rings.,SUPPORTS,
Boromir is mentioned in the third and last volume of The Lord of the Rings.,SUPPORTS,
Boromir is mentioned in the third and last volume of The Lord of the Rings.,SUPPORTS,
Boromir is mentioned in the third and last volume of The Lord of the Rings.,SUPPORTS,
Boromir is mentioned in the third and last volume of The Lord of the Rings.,SUPPORTS,
Boromir is mentioned in the third and last volume of The Lord of the Rings.,SUPPORTS,
Boromir is mentioned in the third and last volume of The Lord of the Rings.,SUPPORTS,
Boromir is mentioned in the third and last volume of The Lord of the Rings.,SUPPORTS,
Paul Simon is an actor.,SUPPORTS,
Game of Thrones (season 3) is a drama set in a fantasy world.,SUPPORTS,
Game of Thrones (season 3) is a drama set in a fantasy world.,SUPPORTS,
Game of Thrones (season 3) is a drama set in a fantasy world.,SUPPORTS,
Taiwan's high-tech industry plays a key role in the local economy.,REFUTES,
London has an elected official.,SUPPORTS,
London has an elected official.,SUPPORTS,
Bill Gates was the largest individual shareholder of Microsoft.,SUPPORTS,
The phalanx may be deployed for killing.,SUPPORTS,
Robbie Collin edited The Saint.,SUPPORTS,
The Fisher King features Amanda Plummer as Bella Swan.,NOT ENOUGH INFO,
The Fisher King features Amanda Plummer as Bella Swan.,NOT ENOUGH INFO,
Christianity failed to spread to Australasia.,REFUTES,
The Magna Carta promised access to swift marriages.,NOT ENOUGH INFO,
Feels So Good was written for the album Hot.,SUPPORTS,
Deadpool is not part of a film series.,SUPPORTS,
Evolution was by someone born in May.,SUPPORTS,
Evolution was by someone born in May.,SUPPORTS,
Kmart has stores in operation in an unincorporated and organized territory of the United States.,SUPPORTS,
Kmart has stores in operation in an unincorporated and organized territory of the United States.,SUPPORTS,
"Ancient Algeria has known many empires and dynasties, including ancient Carthaginians.",SUPPORTS,
There is a group of Americans in the motion picture industry called the Directos Guild of America.,NOT ENOUGH INFO,
There is a group of Americans in the motion picture industry called the Directos Guild of America.,NOT ENOUGH INFO,
David Tennant was on Polish radio.,NOT ENOUGH INFO,
Clint Eastwood has been in films.,SUPPORTS,
Gorgeous Ladies of Wrestling is a wrestling promotion for women.,SUPPORTS,
Gustave Eiffel made significant contributions to aerodynamics.,SUPPORTS,
Idris Elba has been nominated four times for a Golden Globe Award in acting.,SUPPORTS,
Idris Elba has been nominated four times for a Golden Globe Award in acting.,SUPPORTS,
Idris Elba has been nominated four times for a Golden Globe Award in acting.,SUPPORTS,
Idris Elba has been nominated four times for a Golden Globe Award in acting.,SUPPORTS,
Idris Elba has been nominated four times for a Golden Globe Award in acting.,SUPPORTS,
Paul Rudd passed up the role he was offered in Role Models.,REFUTES,
The Twelfth Doctor is capable of superhuman abilities.,SUPPORTS,
Happy Endings had Lisa Kudrow in it.,SUPPORTS,
Grace VanderWaal won the NBC TV competition show America's Got Talent.,SUPPORTS,
Gil Sharone began working on an album in 2001.,NOT ENOUGH INFO,
Jennifer Hudson has won a Grammy.,SUPPORTS,
Jennifer Hudson has won a Grammy.,SUPPORTS,
Marie Antoinette died in 1793.,SUPPORTS,
Marie Antoinette died in 1793.,SUPPORTS,
The Uruguay national football team won two FIFA World Cups.,SUPPORTS,
Overwatch is a board game.,REFUTES,
The Sopranos is a televised show.,SUPPORTS,
The Sopranos is a televised show.,SUPPORTS,
The Sopranos is a televised show.,SUPPORTS,
Babe Ruth was active in Major League Baseball from 1914-1935.,SUPPORTS,
Roger Federer plays a racket sport.,SUPPORTS,
Roger Federer plays a racket sport.,SUPPORTS,
Roger Federer plays a racket sport.,SUPPORTS,
Roger Federer plays a racket sport.,SUPPORTS,
La La Anthony was in November Rule and Destined.,SUPPORTS,
The United States Naval Academy is in Maryland.,SUPPORTS,
Theodore Roosevelt considered running a marathon.,NOT ENOUGH INFO,
"Tom Welling was born November 26, 1977.",REFUTES,
In the Heart of the Sea was released in cinemas.,SUPPORTS,
Blues and rock music has been played by the band AC/DC.,SUPPORTS,
Emma Stone is Peruvian.,NOT ENOUGH INFO,
Naruto is incapable of being a ninja.,REFUTES,
Marilyn Monroe is an actress.,SUPPORTS,
Christoph Waltz portrayed a character suffering from hallucinations.,NOT ENOUGH INFO,
Wyatt Earp was a constable and he was American.,SUPPORTS,
Wyatt Earp was a constable and he was American.,SUPPORTS,
Wyatt Earp was a constable and he was American.,SUPPORTS,
Wyatt Earp was a constable and he was American.,SUPPORTS,
Wyatt Earp was a constable and he was American.,SUPPORTS,
Wyatt Earp was a constable and he was American.,SUPPORTS,
Israel hosts a population of asylum seekers including illegal migrants from Sudan.,SUPPORTS,
The American Broadcasting Company has a nickname.,SUPPORTS,
Joan of Arc was a president of France.,NOT ENOUGH INFO,
Cindy McCain is married to a 2008 rugby champion.,REFUTES,
Cindy McCain is married to a 2008 rugby champion.,REFUTES,
Huntington's disease can be diagnosed at any time due to the level of genetic markers present in sufferers.,NOT ENOUGH INFO,
Leonardo DiCaprio is a fish.,REFUTES,
Leonardo DiCaprio is a fish.,REFUTES,
Leonardo DiCaprio is a fish.,REFUTES,
Leonardo DiCaprio is a fish.,REFUTES,
Leonardo DiCaprio is a fish.,REFUTES,
Leonardo DiCaprio is a fish.,REFUTES,
The Secret Life of Us has aired in Northern Israel.,NOT ENOUGH INFO,
The Secret Life of Us has aired in Northern Israel.,NOT ENOUGH INFO,
The Secret Life of Us has aired in Northern Israel.,NOT ENOUGH INFO,
The Secret Life of Us has aired in Northern Israel.,NOT ENOUGH INFO,
T-Pain is the founder of a record label imprint established in 2005.,SUPPORTS,
Beyoncé was given a music award.,SUPPORTS,
Beyoncé was given a music award.,SUPPORTS,
Jacki Weaver worked in Italy.,NOT ENOUGH INFO,
Marilyn Monroe played tragic characters.,NOT ENOUGH INFO,
Alan Ladd failed to become television producer.,REFUTES,
VHS was released in late 1976 in Japan.,SUPPORTS,
Matt Smith's first television role was as a human.,NOT ENOUGH INFO,
Transformers: The Last Knight features a song by John Turturro.,NOT ENOUGH INFO,
Pixar was funded by an Indian industrial designer.,REFUTES,
Pixar was funded by an Indian industrial designer.,REFUTES,
Luke Evans was a successful electrical engineer.,NOT ENOUGH INFO,
"The Chernobyl disaster ultimately involved more than 500,000 workers.",SUPPORTS,
Frédéric Auguste Bartholdi was a painter.,REFUTES,
The Beatles were formed in London.,SUPPORTS,
The Beatles were formed in London.,SUPPORTS,
Kumail Nanjiani has declined to act in any movies.,REFUTES,
